order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method
6500805,952860,2025-04-21,Fashion,Shoes,2,12732,0,25464,329,4583.52,30376.52,COD,Processing,Standard
4470002,746869,2025-02-01,Fashion,Shoes,1,18835,0,18835,63,3390.3,22288.3,UPI,Shipped,Express
8163151,180852,2024-04-10,Home,Mixer,3,5446,5,16338,202,2793.8,18516.9,COD,Processing,Express
9119739,847473,2024-12-21,Home,Mixer,4,34996,15,139984,122,21417.55,140525.95,Card,Shipped,Express
2074723,125323,2025-05-08,Fashion,Shirt,3,41790,0,125370,386,22566.6,148322.6,COD,Processing,Express
7387504,342081,2025-08-10,Electronics,Laptop,5,25908,15,129540,91,19819.62,130019.62,UPI,Processing,Express
5230672,696853,2025-01-28,Home,Mixer,2,33827,0,67654,456,12177.72,80287.72,Card,Processing,Express
1076092,828813,2024-02-22,Home,Chair,5,42318,10,211590,422,34277.58,225130.58,Card,Returned,Express
2767018,166023,2025-12-23,Electronics,Phone,3,39793,15,119379,235,18264.99,119972.14,COD,Delivered,Express
6067814,524101,2024-05-09,Electronics,Phone,4,35690,0,142760,36,25696.8,168492.8,UPI,Delivered,Standard
4691578,976914,2025-03-05,Electronics,Laptop,4,48120,15,192480,181,29449.44,193238.44,UPI,Shipped,Standard
7341175,339874,2025-05-01,Electronics,Phone,2,13277,5,26554,4,4540.73,29771.03,Card,Shipped,Standard
1220186,180375,2025-06-14,Home,Mixer,2,26476,10,52952,423,8578.22,56658.02,COD,Processing,Standard
7567432,482453,2025-12-18,Home,Chair,4,18009,10,72036,48,11669.83,76550.23,Card,Processing,Standard
2269158,992307,2025-10-30,Home,Chair,1,15011,5,15011,494,2566.88,17321.33,COD,Delivered,Standard
2511319,132191,2024-07-17,Electronics,Laptop,5,12495,0,62475,245,11245.5,73965.5,COD,Delivered,Standard
5085363,122056,2025-06-08,Electronics,Laptop,1,5371,15,5371,19,821.76,5406.11,Card,Delivered,Express
2049917,496403,2025-11-01,Home,Mixer,4,24682,10,98728,239,15993.94,105088.14,Card,Shipped,Standard
8032564,846721,2025-12-22,Electronics,Laptop,2,48388,0,96776,102,17419.68,114297.68,Card,Returned,Express
9840038,569659,2024-07-22,Fashion,Shoes,1,21300,5,21300,291,3642.3,24168.3,COD,Processing,Express
8496361,780008,2025-12-24,Home,Chair,5,26241,5,131205,77,22436.06,147157.8,COD,Processing,Standard
6218423,865620,2025-11-30,Home,Chair,4,45279,10,181116,69,29340.79,192414.19,COD,Shipped,Express
9463570,443661,2025-02-19,Home,Chair,1,33053,0,33053,123,5949.54,39125.54,COD,Shipped,Standard
1546466,243229,2024-11-27,Fashion,Shirt,2,15919,10,31838,222,5157.76,34033.96,UPI,Delivered,Express
3411414,310609,2025-05-25,Fashion,Shoes,2,48655,5,97310,416,16640.01,109500.51,UPI,Returned,Standard
9286888,873273,2024-05-16,Fashion,Shoes,1,19009,5,19009,476,3250.54,21785.09,COD,Returned,Standard
9140194,115254,2025-10-10,Home,Chair,2,47241,0,94482,161,17006.76,111649.76,Card,Returned,Standard
7167556,496329,2024-05-05,Home,Chair,1,14414,15,14414,454,2205.34,14911.24,COD,Returned,Standard
3516320,889878,2025-10-01,Home,Mixer,4,30191,15,120764,479,18476.89,121605.29,UPI,Returned,Standard
2954563,700391,2024-10-06,Fashion,Shirt,1,21193,10,21193,116,3433.27,22622.97,COD,Returned,Express
4462223,388594,2024-06-09,Electronics,Laptop,2,12853,5,25706,251,4395.73,29067.43,UPI,Shipped,Standard
5493298,521290,2025-07-21,Electronics,Laptop,3,22351,15,67053,404,10259.11,67658.16,Card,Processing,Standard
1237050,725549,2025-11-23,Home,Mixer,2,34007,0,68014,469,12242.52,80725.52,UPI,Shipped,Standard
9335516,675951,2025-10-04,Fashion,Shirt,2,22328,15,44656,232,6832.37,45021.97,Card,Returned,Standard
8597678,335994,2025-08-02,Electronics,Phone,4,26600,15,106400,103,16279.2,106822.2,COD,Returned,Standard
3416223,407746,2025-09-09,Electronics,Laptop,3,3508,15,10524,385,1610.17,10940.57,COD,Processing,Standard
3475562,533481,2024-10-27,Home,Mixer,3,1430,15,4290,242,656.37,4544.87,Card,Returned,Express
6304479,936138,2025-03-12,Electronics,Laptop,5,11632,15,58160,338,8898.48,58672.48,UPI,Processing,Express
7714835,865351,2025-09-25,Fashion,Shirt,3,25307,10,75921,4,12299.2,80632.1,UPI,Returned,Express
8407192,750152,2024-01-02,Home,Mixer,3,25703,10,77109,58,12491.66,81947.76,COD,Delivered,Standard
5574765,988627,2025-12-27,Electronics,Laptop,2,2883,15,5766,386,882.2,6169.3,COD,Returned,Express
8692839,852843,2025-08-16,Home,Mixer,5,14394,5,71970,306,12306.87,80984.37,COD,Delivered,Express
7212631,517120,2024-05-15,Home,Mixer,2,15672,5,31344,497,5359.82,35633.62,Card,Shipped,Express
7657773,781098,2024-11-15,Electronics,Phone,2,43678,0,87356,221,15724.08,103301.08,COD,Delivered,Express
2407056,111394,2025-09-02,Electronics,Phone,4,45108,0,180432,262,32477.76,213171.76,COD,Processing,Standard
1366701,880801,2024-08-21,Electronics,Laptop,1,32705,15,32705,107,5003.86,32910.11,Card,Shipped,Standard
4619273,528831,2025-11-14,Electronics,Phone,4,23535,0,94140,122,16945.2,111207.2,Card,Returned,Express
4738985,986066,2024-09-15,Fashion,Shirt,4,9782,15,39128,269,5986.58,39514.38,Card,Processing,Express
5136198,187786,2024-04-11,Home,Mixer,5,38071,0,190355,169,34263.9,224787.9,UPI,Shipped,Express
6829375,671774,2025-02-20,Fashion,Shirt,1,49913,15,49913,254,7636.69,50316.74,COD,Delivered,Express
8269472,560086,2025-04-29,Home,Mixer,3,20496,10,61488,229,9961.06,65529.26,COD,Returned,Express
2612345,547390,2024-04-27,Home,Chair,3,14533,15,43599,155,6670.65,43884.8,COD,Delivered,Express
2391475,849845,2025-04-22,Fashion,Shoes,1,4999,0,4999,494,899.82,6392.82,Card,Processing,Express
1490752,683484,2025-01-08,Home,Chair,4,4532,0,18128,231,3263.04,21622.04,Card,Processing,Standard
4916486,322313,2025-05-01,Home,Chair,2,44783,15,89566,370,13703.6,90204.7,UPI,Processing,Express
6561882,391106,2024-02-15,Electronics,Phone,4,10408,15,41632,27,6369.7,41783.9,UPI,Delivered,Standard
5027422,703818,2024-01-18,Fashion,Shirt,2,6642,10,13284,294,2152.01,14401.61,COD,Delivered,Express
4367274,976914,2025-02-09,Electronics,Laptop,2,12362,5,24724,97,4227.8,27812.6,COD,Returned,Standard
9874989,410787,2024-09-24,Fashion,Shirt,4,22806,10,91224,16,14778.29,96895.89,UPI,Shipped,Standard
3747881,141544,2024-10-25,Electronics,Laptop,4,9930,5,39720,0,6792.12,44526.12,COD,Delivered,Standard
2409903,952860,2025-07-21,Home,Mixer,2,43597,5,87194,373,14910.17,98117.47,Card,Shipped,Standard
9558028,512719,2025-07-14,Fashion,Shirt,3,19640,0,58920,481,10605.6,70006.6,COD,Processing,Express
3708417,776633,2024-11-30,Fashion,Shoes,5,34590,0,172950,479,31131.0,204560.0,UPI,Delivered,Express
2032168,429734,2024-07-22,Electronics,Laptop,2,37402,0,74804,368,13464.72,88636.72,COD,Shipped,Express
6038750,780357,2025-05-04,Electronics,Laptop,4,27125,5,108500,491,18553.5,122119.5,COD,Shipped,Standard
5203862,707110,2025-07-21,Fashion,Shirt,4,46372,0,185488,316,33387.84,219191.84,COD,Shipped,Standard
6600393,639343,2025-03-05,Home,Chair,3,42137,0,126411,160,22753.98,149324.98,Card,Returned,Express
6839705,837035,2025-11-14,Fashion,Shoes,1,42330,10,42330,242,6857.46,45196.46,Card,Returned,Standard
8109055,409906,2024-04-07,Home,Mixer,2,41472,15,82944,31,12690.43,83223.83,UPI,Returned,Standard
7236402,223806,2024-11-29,Fashion,Shirt,4,19928,5,79712,68,13630.75,89425.15,COD,Delivered,Standard
4453347,559608,2025-03-07,Home,Mixer,5,8151,10,40755,172,6602.31,43453.81,UPI,Delivered,Standard
1024908,546788,2024-03-27,Fashion,Shoes,1,14416,10,14416,125,2335.39,15434.79,COD,Shipped,Standard
9373986,921126,2025-03-08,Fashion,Shoes,2,27217,0,54434,190,9798.12,64422.12,UPI,Shipped,Express
3196108,220693,2024-01-04,Home,Chair,4,35629,15,142516,130,21804.95,143073.55,Card,Processing,Standard
3996697,161640,2024-04-04,Home,Chair,4,22274,15,89096,359,13631.69,89722.29,Card,Returned,Standard
7394000,174361,2024-09-11,Electronics,Laptop,4,43651,5,174604,424,29857.28,196155.08,COD,Delivered,Express
1033343,868360,2025-10-03,Electronics,Phone,2,45164,10,90328,140,14633.14,96068.34,UPI,Delivered,Express
4058278,838221,2024-10-08,Home,Mixer,4,5367,0,21468,493,3864.24,25825.24,UPI,Processing,Standard
1281364,849547,2025-04-25,Fashion,Shirt,3,42367,0,127101,57,22878.18,150036.18,UPI,Delivered,Standard
5444245,571325,2024-05-24,Fashion,Shoes,4,13378,15,53512,496,8187.34,54168.54,Card,Delivered,Express
7138495,306948,2025-10-05,Fashion,Shirt,1,14792,10,14792,462,2396.3,16171.1,COD,Shipped,Standard
4663337,611669,2024-04-13,Fashion,Shirt,5,29932,5,149660,481,25591.86,168249.86,COD,Shipped,Standard
7826847,495898,2024-02-24,Electronics,Laptop,5,9147,0,45735,436,8232.3,54403.3,Card,Delivered,Express
4174565,816730,2024-03-19,Home,Mixer,3,33420,10,100260,365,16242.12,106841.12,COD,Shipped,Standard
5084921,166172,2025-09-27,Home,Chair,5,18201,10,91005,228,14742.81,96875.31,COD,Processing,Standard
8014954,677795,2025-01-21,Fashion,Shirt,2,35111,15,70222,128,10743.97,70560.67,COD,Shipped,Express
4404238,947190,2025-03-05,Home,Chair,2,16978,0,33956,244,6112.08,40312.08,Card,Processing,Express
7968312,671990,2025-09-27,Home,Mixer,4,15661,10,62644,295,10148.33,66822.93,COD,Shipped,Standard
7366853,533481,2025-03-13,Fashion,Shirt,1,24136,5,24136,105,4127.26,27161.46,COD,Delivered,Standard
1723600,975909,2024-06-27,Home,Chair,4,24907,15,99628,470,15243.08,100396.88,COD,Processing,Express
3870238,882431,2024-04-24,Home,Chair,2,28393,0,56786,402,10221.48,67409.48,Card,Returned,Express
1024241,759924,2025-12-11,Fashion,Shoes,2,35013,5,70026,33,11974.45,78532.15,COD,Returned,Standard
4486221,992307,2024-05-25,Electronics,Phone,4,18063,5,72252,278,12355.09,81272.49,COD,Processing,Express
2683419,792594,2024-08-12,Fashion,Shoes,2,8244,10,16488,363,2671.06,17873.26,UPI,Delivered,Express
1962975,742202,2025-06-23,Electronics,Phone,2,36242,0,72484,271,13047.12,85802.12,Card,Delivered,Express
5884816,395018,2024-07-29,Electronics,Laptop,2,32409,15,64818,389,9917.15,65401.45,COD,Delivered,Express
3472149,408798,2024-04-17,Home,Mixer,1,33614,10,33614,292,5445.47,35990.07,UPI,Delivered,Express
7594106,313746,2025-01-19,Home,Chair,4,35776,15,143104,364,21894.91,143897.31,COD,Returned,Express
7045367,130451,2024-07-25,Home,Mixer,5,29595,5,147975,3,25303.72,165882.98,COD,Processing,Standard
4086853,766404,2024-10-31,Home,Mixer,3,39506,10,118518,328,19199.92,126194.12,COD,Returned,Express
3829094,988285,2024-12-05,Fashion,Shirt,2,21035,10,42070,388,6815.34,45066.34,UPI,Delivered,Standard
3741402,931239,2024-06-15,Home,Chair,1,7158,15,7158,361,1095.17,7540.47,Card,Shipped,Standard
9600210,968129,2024-12-25,Electronics,Laptop,4,49886,15,199544,34,30530.23,200176.63,Card,Shipped,Standard
3468461,552209,2024-07-30,Home,Chair,3,17546,15,52638,173,8053.61,52968.91,COD,Returned,Standard
9385098,132304,2024-05-01,Fashion,Shoes,5,23976,10,119880,258,19420.56,127570.56,Card,Delivered,Express
2484455,223826,2024-07-10,Home,Mixer,4,42164,10,168656,258,27322.27,179370.67,UPI,Returned,Express
8507437,614650,2024-02-02,Electronics,Laptop,4,15729,15,62916,448,9626.15,63552.75,Card,Shipped,Standard
4066086,742195,2024-06-05,Fashion,Shirt,5,26097,0,130485,346,23487.3,154318.3,UPI,Processing,Standard
5831054,921126,2025-07-28,Home,Mixer,4,34831,5,139324,240,23824.4,156422.2,COD,Shipped,Standard
5481043,733321,2025-02-07,Home,Mixer,1,49182,0,49182,436,8852.76,58470.76,Card,Delivered,Express
6867880,390365,2024-01-20,Electronics,Phone,1,36773,5,36773,83,6288.18,41305.53,UPI,Returned,Express
8424393,738524,2024-11-06,Home,Chair,5,20698,0,103490,0,18628.2,122118.2,UPI,Shipped,Express
5065973,591608,2024-11-30,Home,Chair,2,12419,10,24838,479,4023.76,26856.96,Card,Delivered,Standard
1729293,630462,2025-04-26,Home,Chair,4,4762,15,19048,386,2914.34,19491.14,UPI,Shipped,Express
4838380,671161,2025-08-01,Fashion,Shoes,2,32580,0,65160,263,11728.8,77151.8,Card,Processing,Standard
4653315,272757,2024-06-19,Electronics,Laptop,1,14755,0,14755,231,2655.9,17641.9,COD,Delivered,Standard
5510187,819830,2025-07-18,Fashion,Shoes,1,44501,10,44501,312,7209.16,47572.06,COD,Shipped,Standard
5016987,620611,2024-04-28,Home,Mixer,1,21524,5,21524,256,3680.6,24384.4,UPI,Shipped,Standard
8218371,241707,2025-09-13,Fashion,Shirt,2,17590,15,35180,266,5382.54,35551.54,COD,Processing,Standard
5696823,779129,2024-04-20,Electronics,Laptop,4,27364,10,109456,319,17731.87,116561.27,UPI,Shipped,Express
4944641,866649,2024-04-11,Fashion,Shirt,4,30476,10,121904,214,19748.45,129676.05,Card,Returned,Express
7035308,947514,2024-07-18,Fashion,Shirt,1,23312,15,23312,50,3566.74,23431.94,Card,Shipped,Standard
9223339,807249,2025-11-12,Fashion,Shirt,5,49574,15,247870,390,37924.11,249003.61,UPI,Shipped,Express
7893772,625231,2024-02-20,Electronics,Laptop,4,6535,0,26140,492,4705.2,31337.2,COD,Delivered,Express
4387657,297173,2024-02-25,Fashion,Shirt,4,30897,5,123588,171,21133.55,138713.15,Card,Delivered,Standard
8692720,807249,2024-10-11,Fashion,Shoes,2,25481,15,50962,20,7797.19,51134.89,UPI,Shipped,Standard
9615819,536388,2024-12-19,Electronics,Phone,1,34323,0,34323,101,6178.14,40602.14,UPI,Returned,Express
9886177,576789,2025-10-13,Fashion,Shirt,1,20656,0,20656,409,3718.08,24783.08,COD,Processing,Standard
6294279,836756,2024-10-01,Fashion,Shoes,3,18905,10,56715,357,9187.83,60588.33,COD,Returned,Express
1781055,357790,2025-08-25,Electronics,Laptop,3,48707,15,146121,32,22356.51,146591.36,UPI,Shipped,Standard
4901399,970355,2024-08-21,Electronics,Laptop,4,22351,5,89404,52,15288.08,100273.88,UPI,Delivered,Express
4735212,408798,2024-09-20,Fashion,Shoes,1,28657,10,28657,29,4642.43,30462.73,COD,Delivered,Standard
3603124,876474,2024-06-12,Electronics,Laptop,3,44786,15,134358,308,20556.77,135069.07,COD,Shipped,Express
8103312,731130,2024-07-05,Electronics,Laptop,3,4962,15,14886,478,2277.56,15408.66,COD,Returned,Express
3067863,436850,2025-04-26,Home,Mixer,2,46439,0,92878,180,16718.04,109776.04,COD,Processing,Express
2231988,992645,2025-08-24,Electronics,Laptop,1,27576,0,27576,374,4963.68,32913.68,COD,Delivered,Express
7990781,394426,2025-06-06,Fashion,Shoes,2,18110,10,36220,491,5867.64,38956.64,Card,Shipped,Express
8144151,571696,2025-10-19,Fashion,Shirt,2,12194,5,24388,174,4170.35,27512.95,Card,Shipped,Standard
9599772,569659,2024-05-13,Electronics,Phone,5,27614,0,138070,69,24852.6,162991.6,COD,Delivered,Express
7390799,936016,2025-08-18,Home,Mixer,3,39007,15,117021,43,17904.21,117415.06,COD,Shipped,Standard
8686004,141544,2024-11-06,Electronics,Laptop,5,15449,15,77245,31,11818.48,77507.74,COD,Returned,Standard
2587360,185714,2024-03-04,Electronics,Laptop,5,44488,0,222440,143,40039.2,262622.2,Card,Shipped,Express
4399591,514932,2024-01-27,Home,Mixer,2,24175,5,48350,45,8267.85,54245.35,UPI,Processing,Standard
1988228,187277,2025-06-15,Fashion,Shirt,4,23328,10,93312,466,15116.54,99563.34,Card,Processing,Express
7555091,619501,2025-08-31,Fashion,Shoes,5,39533,0,197665,56,35579.7,233300.7,COD,Returned,Express
4500535,141544,2025-06-13,Fashion,Shirt,1,3335,10,3335,74,540.27,3615.77,Card,Shipped,Express
4540080,553951,2025-07-16,Electronics,Laptop,2,8159,5,16318,317,2790.38,18609.48,UPI,Processing,Standard
8251462,448856,2025-07-07,Home,Mixer,5,22893,10,114465,155,18543.33,121716.83,COD,Processing,Express
9817156,512719,2024-11-17,Fashion,Shirt,5,16683,10,83415,163,13513.23,88749.73,COD,Processing,Standard
9561861,420168,2025-02-21,Fashion,Shirt,1,5706,0,5706,453,1027.08,7186.08,Card,Processing,Standard
9591532,697182,2025-05-01,Home,Mixer,4,21462,15,85848,258,13134.74,86363.54,Card,Delivered,Express
8909574,124782,2024-05-19,Fashion,Shirt,5,24699,10,123495,387,20006.19,131538.69,Card,Processing,Standard
7278903,691472,2025-05-17,Fashion,Shoes,4,16669,10,66676,451,10801.51,71260.91,Card,Shipped,Express
2764842,819982,2025-05-11,Home,Mixer,1,45911,5,45911,344,7850.78,51810.23,Card,Delivered,Express
7314823,903238,2025-12-21,Home,Mixer,4,6141,5,24564,266,4200.44,27802.24,Card,Returned,Express
5931750,857730,2024-08-08,Home,Chair,5,1500,5,7500,320,1282.5,8727.5,COD,Shipped,Express
9524295,975134,2024-07-02,Electronics,Phone,2,43245,10,86490,86,14011.38,91938.38,COD,Processing,Standard
7166068,231207,2024-10-19,Electronics,Laptop,1,16454,0,16454,274,2961.72,19689.72,UPI,Delivered,Express
6247874,284838,2025-02-03,Electronics,Laptop,2,48575,15,97150,373,14863.95,97814.45,UPI,Delivered,Standard
3949584,390365,2025-09-24,Electronics,Phone,5,19897,0,99485,130,17907.3,117522.3,Card,Delivered,Express
8074821,316783,2025-07-14,Home,Mixer,5,45475,10,227375,62,36834.75,241534.25,UPI,Delivered,Standard
5134159,915707,2024-01-30,Home,Chair,4,37645,15,150580,188,23038.74,151219.74,COD,Processing,Express
4192963,355600,2025-07-03,Electronics,Laptop,5,42347,5,211735,316,36206.68,237670.93,COD,Shipped,Express
2260055,698321,2025-03-18,Electronics,Laptop,2,34410,0,68820,193,12387.6,81400.6,UPI,Shipped,Express
4808106,805810,2025-04-22,Home,Mixer,5,9865,15,49325,200,7546.72,49672.97,COD,Delivered,Express
